-1667.8	4.8971e-05	1.5014
-1661.3	4.1428e-05	1.4142
-1654.8	3.0842e-05	1.059
-1648.3	2.0735e-05	0.61268
-1641.8	1.3799e-05	-0.24855
-1635.2	1.3788e-05	0.012983
-1628.7	1.1253e-05	0.58618
-1622.2	3.3822e-05	0.053085
-1615.7	4.255e-05	0.19788
-1609.2	1.2549e-05	0.27339
-1602.7	8.1716e-06	-0.44556
-1596.2	2.7598e-05	-0.033326
-1589.6	3.9301e-05	0.36287
-1583.1	3.1458e-05	0.74766
-1576.6	1.6078e-05	1.1347
-1570.1	1.0812e-05	0.7229
-1563.6	1.2027e-05	1.0468
-1557.1	1.0925e-05	0.69772
-1550.5	1.2157e-05	0.83216
-1544	2.3272e-05	1.0127
-1537.5	2.4697e-05	1.2193
-1531	7.6004e-06	2.0927
-1524.5	2.6376e-06	1.8676
-1518	5.1546e-06	2.1448
-1511.5	1.6571e-05	1.6912
-1504.9	1.0549e-05	1.2312
-1498.4	1.1095e-05	1.0685
-1491.9	7.6059e-06	1.0638
-1485.4	1.328e-05	2.2286
-1478.9	2.091e-05	2.0226
-1472.4	1.7527e-05	2.1322
-1465.9	1.7788e-05	2.3855
-1459.3	2.545e-05	2.7722
-1452.8	8.8208e-06	2.5353
-1446.3	7.1507e-06	2.6541
-1439.8	2.0204e-06	2.2959
-1433.3	9.9189e-06	1.9359
-1426.8	7.9455e-06	2.0631
-1420.2	9.4548e-06	2.0292
-1413.7	2.6604e-05	1.9928
-1407.2	3.37e-05	1.9894
-1400.7	2.9746e-05	1.8668
-1394.2	3.8788e-05	2.0175
-1387.7	2.9742e-05	2.1235
-1381.2	2.1565e-05	2.01
-1374.6	2.6885e-05	1.9621
-1368.1	2.8091e-05	1.9491
-1361.6	1.6937e-05	2.4369
-1355.1	2.1354e-05	2.3106
-1348.6	3.3926e-05	2.3011
-1342.1	3.6642e-05	2.0792
-1335.6	3.1749e-05	2.4901
-1329	3.4836e-05	2.7289
-1322.5	1.1435e-05	2.7448
-1316	1.5653e-05	3.0795
-1309.5	2.885e-05	2.927
-1303	3.0919e-05	2.7976
-1296.5	1.6458e-05	2.7433
-1290	3.0943e-05	2.4231
-1283.4	2.8292e-05	2.1873
-1276.9	2.3235e-05	2.2943
-1270.4	4.28e-05	2.7758
-1263.9	7.5218e-05	-3.1242
-1257.4	7.1444e-05	-2.8417
-1250.9	4.4385e-05	-2.6633
-1244.3	6.0451e-05	-2.5041
-1237.8	4.259e-05	-2.3997
-1231.3	3.1406e-05	-2.4368
-1224.8	1.8034e-05	-2.7352
-1218.3	1.1416e-05	-1.9251
-1211.8	3.2908e-05	-1.5554
-1205.3	1.6688e-05	-1.6131
-1198.7	5.932e-05	-1.8287
-1192.2	4.6596e-05	-1.8671
-1185.7	5.8549e-05	-2.0158
-1179.2	2.5222e-05	-2.0639
-1172.7	3.9013e-05	-2.2008
-1166.2	4.2293e-05	-2.1108
-1159.7	3.4105e-05	-2.5146
-1153.1	7.193e-06	-2.5608
-1146.6	6.2561e-06	-1.826
-1140.1	1.3906e-07	-1.2877
-1133.6	6.8843e-06	2.6596
-1127.1	2.5867e-06	1.9805
-1120.6	1.6104e-05	2.33
-1114	2.0766e-05	1.8639
-1107.5	3.0837e-05	1.8403
-1101	3.9956e-05	1.7991
-1094.5	2.2611e-05	1.8973
-1088	3.018e-05	2.0416
-1081.5	9.3071e-05	2.0282
-1075	7.591e-05	1.7732
-1068.4	6.9004e-05	1.8387
-1061.9	8.204e-05	1.9107
-1055.4	0.00011217	1.849
-1048.9	0.00010504	1.7408
-1042.4	9.124e-05	1.9158
-1035.9	6.8521e-05	2.1554
-1029.4	9.4422e-05	2.2113
-1022.8	0.00011809	2.1492
-1016.3	0.00020009	2.0185
-1009.8	0.00014049	2.0072
-1003.3	8.8641e-05	2.2337
-996.78	7.9397e-05	2.2099
-990.26	0.00012588	2.4631
-983.75	0.00014453	2.1984
-977.24	0.00012634	2.1148
-970.72	0.00013104	2.2866
-964.21	0.00017572	2.2713
-957.69	0.00012228	1.991
-951.18	6.9107e-05	1.8627
-944.66	0.00012128	2.1238
-938.15	0.00014858	2.3531
-931.63	0.00016918	2.4577
-925.12	0.00011975	2.4108
-918.6	8.4162e-05	2.3592
-912.09	4.2601e-05	1.8474
-905.57	7.2454e-05	1.8013
-899.06	3.8882e-05	1.5939
-892.54	3.8247e-05	1.6949
-886.03	4.1696e-05	1.7358
-879.51	6.9997e-05	1.7618
-873	6.2718e-05	1.359
-866.48	5.3373e-05	1.5208
-859.97	7.2683e-05	1.1564
-853.45	4.5724e-05	0.90353
-846.94	6.3672e-05	0.90705
-840.42	4.1624e-05	0.65786
-833.91	7.4169e-05	0.65364
-827.39	8.3126e-05	0.67599
-820.88	8.9282e-05	0.63646
-814.36	7.562e-05	0.67347
-807.85	3.7929e-05	0.28768
-801.33	5.3712e-05	0.251
-794.82	4.9207e-05	0.13316
-788.3	3.651e-05	0.0062044
-781.79	2.9428e-05	0.20905
-775.27	1.9362e-05	-0.43116
-768.76	2.1685e-05	-0.7681
-762.24	1.2353e-05	-0.84112
-755.73	3.5731e-05	-0.64514
-749.21	4.5244e-05	-0.85704
-742.7	1.528e-05	-1.2705
-736.18	2.0152e-05	-1.7191
-729.67	5.412e-05	-1.8903
-723.15	8.2368e-05	-1.8625
-716.64	7.226e-05	-1.7546
-710.12	9.4034e-05	-1.7675
-703.61	0.00012111	-1.9202
-697.09	0.00018827	-2.0723
-690.58	0.0002197	-1.9707
-684.06	0.0002273	-1.976
-677.55	0.00024713	-1.9955
-671.03	0.00027651	-1.9449
-664.52	0.00029392	-2.0575
-658	0.00030566	-2.021
-651.49	0.00038588	-1.9736
-644.98	0.0003809	-1.9154
-638.46	0.0003762	-1.7942
-631.95	0.0003624	-1.7033
-625.43	0.00030518	-1.6131
-618.92	0.00027386	-1.5705
-612.4	0.00025578	-1.4293
-605.89	0.00027262	-1.2646
-599.37	0.00027528	-1.0073
-592.86	0.0003367	-0.82731
-586.34	0.00035637	-0.72766
-579.83	0.00037153	-0.56838
-573.31	0.0004076	-0.42796
-566.8	0.00044843	-0.26251
-560.28	0.00050946	-0.15975
-553.77	0.00055811	-0.025319
-547.25	0.0005965	0.13387
-540.74	0.00059294	0.19634
-534.22	0.00056351	0.26371
-527.71	0.00057987	0.42647
-521.19	0.00061593	0.60535
-514.68	0.00060141	0.70916
-508.16	0.00052141	0.82035
-501.65	0.00048226	0.93822
-495.13	0.000484	1.0695
-488.62	0.00051933	1.1674
