-2084.8	5.7398e-09	-0.47846	97.968	5.6957e-09	-1.9962	0.0022957
-2052.2	3.043e-10	2.1599	96.437	2.2429e-08	0.39948	0.0022957
-2019.6	3.4693e-08	-2.8757	94.907	9.5745e-09	-0.56765	0.0022957
-1987	6.1629e-08	-2.182	93.376	7.324e-08	-0.63879	0.0022957
-1954.5	7.5814e-08	-1.6137	91.845	3.9798e-08	0.57598	0.0022957
-1921.9	7.2217e-08	-1.8183	90.314	2.2144e-08	-0.78358	0.0022957
-1889.3	1.031e-07	-2.0878	88.784	1.5356e-07	-0.65206	0.0022957
-1856.7	1.8275e-07	-1.8618	87.253	3.7551e-08	-0.68847	0.0022957
-1824.2	2.8385e-07	-1.8675	85.722	7.3509e-08	-0.75916	0.0022957
-1791.6	1.7661e-07	-2.322	84.191	1.0905e-07	-0.39407	0.0022957
-1759	6.6612e-08	-2.6241	82.661	5.2817e-08	-0.73408	0.0022957
-1726.4	2.4545e-07	-1.7479	81.13	8.9426e-08	-0.1124	0.0022957
-1693.9	1.3302e-06	-1.784	79.599	9.3911e-08	0.24435	0.0022957
-1661.3	2.6465e-06	-1.7521	78.068	1.2598e-07	0.039545	0.0022957
-1628.7	9.8386e-06	-1.8835	76.538	4.5153e-07	0.42645	0.0022957
-1596.2	2.2628e-05	-1.8159	75.007	7.5912e-07	0.54683	0.0022957
-1563.6	3.9725e-05	-1.6162	73.476	1.6371e-06	0.50384	0.0022957
-1531	4.5164e-05	-1.2376	71.945	2.529e-06	0.47783	0.0022957
-1498.4	6.0913e-05	-0.60791	70.415	3.876e-06	0.43956	0.0022957
-1465.9	0.00012836	0.13041	68.884	6.2024e-06	0.41062	0.0022957
-1433.3	0.00030365	0.62023	67.353	9.5974e-06	0.24602	0.0022957
-1400.7	0.00056602	0.96788	65.822	1.7636e-05	0.10458	0.0022957
-1368.1	0.00074875	1.2873	64.292	3.1304e-05	-0.078288	0.0022957
-1335.6	0.00067084	1.6389	62.761	5.5076e-05	-0.25656	0.0022957
-1303	0.00042283	2.1083	61.23	8.7778e-05	-0.38595	0.0022957
-1270.4	0.00025722	2.9277	59.699	0.00013114	-0.54919	0.0022957
-1237.8	0.00038226	-2.3434	58.169	0.00017383	-0.67421	0.0022957
-1205.3	0.00087194	-1.7363	56.638	0.00022975	-0.86135	0.0022957
-1172.7	0.0017392	-1.3891	55.107	0.00028899	-1.0343	0.0022957
-1140.1	0.0029253	-1.1307	53.576	0.0003506	-1.2481	0.0022957
-1107.5	0.0040711	-0.92958	52.046	0.00040893	-1.4752	0.0022957
-1075	0.0050905	-0.78198	50.515	0.00047154	-1.7231	0.0022957
-1042.4	0.0055796	-0.64573	48.984	0.00055259	-1.9677	0.0022957
-1009.8	0.0053305	-0.51666	47.453	0.00064037	-2.208	0.0022957
-977.24	0.0045688	-0.35953	45.923	0.0007765	-2.4579	0.0022957
-944.66	0.0034063	-0.15163	44.392	0.00089093	-2.7017	0.0022957
-912.09	0.0022502	0.10795	42.861	0.00099374	-2.9472	0.0022957
-879.51	0.0013732	0.4339	41.33	0.0010953	3.1149	0.0022957
-846.94	0.00078935	0.80774	39.8	0.0013189	2.9417	0.0022957
-814.36	0.00041617	1.1951	38.269	0.001706	2.7688	0.0022957
-781.79	0.00014465	1.4954	36.738	0.0022049	2.5533	0.0022957
-749.21	1.7483e-05	0.857	35.207	0.0025148	2.3352	0.0022957
-716.64	0.00011334	-0.24478	33.677	0.0025794	2.1648	0.0022957
-684.06	0.00037342	-0.1418	32.146	0.0028962	2.0628	0.0022957
-651.49	0.00053037	0.077648	30.615	0.0042342	1.9259	0.0022957
-618.92	0.00040847	0.31004	29.084	0.0070167	1.7039	0.0022957
-586.34	0.00018709	0.61655	27.554	0.009876	1.4826	0.0022957
-553.77	0.00010002	1.1647	26.023	0.011221	1.3544	0.0022957
-521.19	0.00015494	1.6948	24.492	0.015012	1.347	0.0022957
-488.62	0.00034373	1.9297	22.961	0.027413	1.3347	0.0022957
-456.04	0.00061505	2.0433	21.431	0.043511	1.2062	0.0022957
-423.47	0.00082917	2.1353	19.9	0.059321	1.0194	0.0022957
-390.89	0.00083756	2.1563	18.369	0.072418	0.93855	0.0022957
-358.32	0.00047516	2.1099	16.838	0.088659	0.93538	0.0022957
-325.75	1.8016e-05	2.9262	15.308	0.13612	0.84414	0.0022957
-293.17	0.001311	-1.4702	13.777	0.21513	0.55492	0.0022957
-260.6	0.010392	-1.4277	12.246	0.34827	0.14727	0.0022957
-228.02	0.04129	-1.3913	10.715	0.48678	-0.16422	0.0022957
-195.45	0.11383	-1.3026	9.1845	0.49812	-0.43502	0.0022957
-162.87	0.25466	-1.124	7.6538	0.5144	-0.64407	0.0022957
-130.3	0.47221	-0.85576	6.123	0.54645	-0.6143	0.0022957
-97.724	0.70345	-0.55051	4.5923	0.55926	-0.49019	0.0022957
-65.149	0.87971	-0.27454	3.0615	0.66301	-0.51636	0.0022957
-32.575	0.99588	-0.082531	1.5308	0.92201	-0.59963	0.0022957
0	1	0	0	1	-0.59053	0.0022957
32.575	0.88152	-0.02476	-1.5308	0.70275	-0.54255	0.0022957
65.149	0.71296	-0.17063	-3.0615	0.45685	-0.53269	0.0022957
97.724	0.48568	-0.45274	-4.5923	0.43403	-0.44698	0.0022957
130.3	0.24532	-0.85335	-6.123	0.52767	-0.1902	0.0022957
162.87	0.096217	-1.3814	-7.6538	0.62336	0.10312	0.0022957
195.45	0.055475	-2.0041	-9.1845	0.57638	0.24536	0.0022957
