-3328  1.553776E-13  0  -3.878728E-7  -7.023016E-8
-3321.5  4.873275E-13  0  -2.759052E-7  6.412518E-7
-3315  8.940976E-13  0  -1.744026E-7  9.293446E-7
-3308.5  4.462285E-13  0  -1.897146E-7  6.404973E-7
-3302  1.055416E-13  0  -3.203335E-7  -5.41114E-8
-3295.5  7.911599E-13  0  -4.676194E-7  -7.56632E-7
-3289  1.405659E-12  0  -5.076656E-7  -1.071417E-6
-3282.5  8.347148E-13  0  -3.768764E-7  -8.322734E-7
-3276  5.231071E-14  0  -1.174316E-7  -1.962665E-7
-3269.5  2.238032E-13  0  1.450085E-7  4.503062E-7
-3263  5.933708E-13  0  2.76867E-7  7.188292E-7
-3256.5  2.46491E-13  0  2.185545E-7  4.457857E-7
-3250  4.543908E-14  0  2.230438E-8  -2.119943E-7
-3243.5  7.879351E-13  0  -1.774211E-7  -8.697453E-7
-3237  1.360348E-12  0  -2.434115E-7  -1.140657E-6
-3230.5  7.585449E-13  0  -1.174571E-7  -8.629882E-7
-3224  5.906887E-14  0  1.445873E-7  -1.953545E-7
-3217.5  3.907302E-13  0  4.054275E-7  4.757718E-7
-3211  8.592325E-13  0  5.272774E-7  7.62372E-7
-3204.5  4.578289E-13  0  4.530854E-7  5.025361E-7
-3198  7.832566E-14  0  2.399722E-7  -1.440105E-7
-3191.5  6.228101E-13  0  2.525506E-8  -7.88779E-7
-3185  1.088208E-12  0  -5.465545E-8  -1.041739E-6
-3178.5  5.506484E-13  0  5.549344E-8  -7.39979E-7
-3172  9.048935E-14  0  2.976142E-7  -4.376212E-8
-3165.5  7.171455E-13  0  5.348059E-7  6.566035E-7
-3159  1.338063E-12  0  6.318918E-7  9.689042E-7
-3152.5  8.165963E-13  0  5.343934E-7  7.287112E-7
-3146  9.899949E-14  0  2.996497E-7  9.596642E-8
-3139.5  2.938117E-13  0  6.223714E-8  -5.384592E-7
-3133  6.133906E-13  0  -4.548989E-8  -7.818704E-7
-3126.5  2.222049E-13  0  2.919277E-8  -4.704813E-7
-3120  1.071208E-13  0  2.293132E-7  2.3353E-7
-3113.5  1.0545E-12  0  4.226224E-7  9.358901E-7
-3107  1.768861E-12  0  4.797393E-7  1.240448E-6
-3100.5  1.084947E-12  0  3.499006E-7  9.810793E-7
-3094  1.100652E-13  0  9.008812E-8  3.19295E-7
-3087.5  1.510604E-13  0  -1.689665E-7  -3.500153E-7
-3081  4.863689E-13  0  -2.993335E-7  -6.298955E-7
-3074.5  1.879862E-13  0  -2.498152E-7  -3.543706E-7
-3068  1.037542E-13  0  -7.415565E-8  3.134568E-7
-3061.5  9.633534E-13  0  1.023451E-7  9.761551E-7
-3055  1.548818E-12  0  1.575196E-7  1.234506E-6
-3048.5  8.517317E-13  0  4.418169E-8  9.218349E-7
-3042  7.450545E-14  0  -1.827886E-7  2.02716E-7
-3035.5  4.321648E-13  0  -3.993747E-7  -5.221731E-7
-3029  9.577055E-13  0  -4.854041E-7  -8.497578E-7
-3022.5  5.279125E-13  0  -3.945182E-7  -6.101376E-7
-3016  3.370996E-14  0  -1.804061E-7  3.41113E-8
-3009.5  4.683708E-13  0  3.536137E-8  6.83462E-7
-3003  8.945711E-13  0  1.343301E-7  9.3623E-7
-2996.5  3.956891E-13  0  6.90875E-8  6.252327E-7
-2990  1.921571E-14  0  -1.113628E-7  -8.254713E-8
-2983.5  6.975711E-13  0  -2.928568E-7  -7.821803E-7
-2977  1.271659E-12  0  -3.648203E-7  -1.067036E-6
-2970.5  6.698504E-13  0  -2.858293E-7  -7.669107E-7
-2964  1.396315E-14  0  -1.077939E-7  -4.841107E-8
-2957.5  4.676379E-13  0  5.470292E-8  6.816491E-7
-2951  1.035917E-12  0  9.121728E-8  1.013704E-6
-2944.5  6.021096E-13  0  -4.104409E-8  7.74871E-7
-2938  1.032646E-13  0  -2.938952E-7  1.299625E-7
-2931.5  5.769824E-13  0  -5.578986E-7  -5.154915E-7
-2925  1.096642E-12  0  -7.26923E-7  -7.538072E-7
-2918.5  7.493924E-13  0  -7.593494E-7  -4.156692E-7
-2912  5.984623E-13  0  -7.003683E-7  3.28552E-7
-2905.5  1.564148E-12  0  -6.530911E-7  1.066593E-6
-2899  2.429734E-12  0  -7.162088E-7  1.384478E-6
-2892.5  2.084973E-12  0  -9.250851E-7  1.108689E-6
-2886  1.680871E-12  0  -1.230497E-6  4.083483E-7
-2879.5  2.422561E-12  0  -1.52671E-6  -3.028476E-7
-2873  3.299449E-12  0  -1.711681E-6  -6.079442E-7
-2866.5  3.149942E-12  0  -1.743835E-6  -3.301253E-7
-2860  2.897089E-12  0  -1.662584E-6  3.645601E-7
-2853.5  3.574147E-12  0  -1.561513E-6  1.065751E-6
-2847  4.196743E-12  0  -1.530895E-6  1.361288E-6
-2840.5  3.742059E-12  0  -1.603717E-6  1.081736E-6
-2834  3.178536E-12  0  -1.736617E-6  4.033588E-7
-2827.5  3.434705E-12  0  -1.836166E-6  -2.513972E-7
-2821  3.501665E-12  0  -1.814295E-6  -4.582579E-7
-2814.5  2.691129E-12  0  -1.640037E-6  -3.751646E-8
-2808  2.551827E-12  0  -1.357557E-6  8.419418E-7
-2801.5  4.230799E-12  0  -1.060648E-6  1.762335E-6
-2795  6.005869E-12  0  -8.393616E-7  2.302464E-6
-2788.5  5.756286E-12  0  -7.30255E-7  2.285391E-6
-2782  4.03447E-12  0  -6.988914E-7  1.883088E-6
-2775.5  2.739916E-12  0  -6.638583E-7  1.516314E-6
-2769  2.885024E-12  0  -5.472419E-7  1.607965E-6
