-2068.4	2.5829e-08	NaN
-2068.1	2.4291e-08	NaN
-2067.8	2.2748e-08	NaN
-2067.6	2.1199e-08	NaN
-2067.3	1.9644e-08	NaN
-2067.1	1.8084e-08	NaN
-2066.8	1.6519e-08	NaN
-2066.6	1.4948e-08	NaN
-2066.3	1.3372e-08	NaN
-2066.1	1.179e-08	NaN
-2065.8	1.0203e-08	NaN
-2065.6	8.6097e-09	NaN
-2065.3	7.0115e-09	NaN
-2065.1	5.4078e-09	NaN
-2064.8	3.7986e-09	NaN
-2064.6	2.1839e-09	NaN
-2064.3	5.6377e-10	NaN
-2064.1	1.0619e-09	NaN
-2063.8	2.693e-09	NaN
-2063.6	4.3295e-09	NaN
-2063.3	5.9716e-09	NaN
-2063.1	7.6192e-09	NaN
-2062.8	9.2722e-09	NaN
-2062.5	1.0931e-08	NaN
-2062.3	1.2595e-08	NaN
-2062	1.4264e-08	NaN
-2061.8	1.5939e-08	NaN
-2061.5	1.762e-08	NaN
-2061.3	1.9305e-08	NaN
-2061	2.0997e-08	NaN
-2060.8	2.2694e-08	NaN
-2060.5	2.4396e-08	NaN
-2060.3	2.6104e-08	NaN
-2060	2.7817e-08	NaN
-2059.8	2.9536e-08	NaN
-2059.5	3.126e-08	NaN
-2059.3	3.299e-08	NaN
-2059	3.4725e-08	NaN
-2058.8	3.6466e-08	NaN
-2058.5	3.8212e-08	NaN
-2058.3	3.9964e-08	NaN
-2058	4.1721e-08	NaN
-2057.7	4.3484e-08	NaN
-2057.5	4.5252e-08	NaN
-2057.2	4.7026e-08	NaN
-2057	4.8805e-08	NaN
-2056.7	5.059e-08	NaN
-2056.5	5.238e-08	NaN
-2056.2	5.4176e-08	NaN
-2056	5.5977e-08	NaN
-2055.7	5.7783e-08	NaN
-2055.5	5.9595e-08	NaN
-2055.2	6.1413e-08	NaN
-2055	6.3236e-08	NaN
-2054.7	6.5065e-08	NaN
-2054.5	6.6899e-08	NaN
-2054.2	6.8738e-08	NaN
-2054	7.0583e-08	NaN
-2053.7	7.2434e-08	NaN
-2053.5	7.429e-08	NaN
-2053.2	7.6152e-08	NaN
-2053	7.8019e-08	NaN
-2052.7	7.9891e-08	NaN
-2052.4	8.1769e-08	NaN
-2052.2	8.3653e-08	NaN
-2051.9	8.5542e-08	NaN
-2051.7	1.1227e-07	NaN
-2051.4	1.1347e-07	NaN
