7.6115e-07	NaN
2.4776e-06	NaN
5.3828e-06	NaN
9.6933e-06	NaN
1.5678e-05	NaN
2.3453e-05	NaN
3.2744e-05	NaN
4.2886e-05	NaN
5.3095e-05	NaN
6.2712e-05	NaN
7.1254e-05	NaN
7.8677e-05	NaN
8.609e-05	NaN
9.6102e-05	NaN
0.00011209	NaN
0.00013732	NaN
0.00017514	NaN
0.00022915	NaN
0.00030128	NaN
0.00038913	NaN
0.00048547	NaN
0.00058026	NaN
0.00066233	NaN
0.00072017	NaN
0.00074361	NaN
0.00072699	NaN
0.00067192	NaN
0.00058773	NaN
0.00048894	NaN
0.00038997	NaN
0.00030116	NaN
0.00023084	NaN
0.0001916	NaN
0.00020232	NaN
0.00028287	NaN
0.00044704	NaN
0.00069917	NaN
0.0010341	NaN
0.0014377	NaN
0.0018875	NaN
0.0023597	NaN
0.0028374	NaN
0.0033136	NaN
0.0037829	NaN
0.0042349	NaN
0.0046593	NaN
0.0050555	NaN
0.0054293	NaN
0.0057765	NaN
0.006068	NaN
0.0062518	NaN
0.0062713	NaN
0.0060903	NaN
0.0057086	NaN
0.0051635	NaN
0.0045154	NaN
0.0038302	NaN
0.0031641	NaN
0.0025537	NaN
0.0020127	NaN
0.0015392	NaN
0.0011283	NaN
0.00077847	NaN
0.00049297	NaN
0.00027649	NaN
0.00013065	NaN
4.9112e-05	NaN
1.7985e-05	NaN
2.2217e-05	NaN
5.1296e-05	NaN
9.8454e-05	NaN
0.00015666	NaN
0.00021846	NaN
0.00027889	NaN
0.00033535	NaN
0.00038414	NaN
0.00041857	NaN
0.00043176	NaN
0.00042191	NaN
0.0003938	NaN
0.00035431	NaN
0.00030804	NaN
0.000257	NaN
0.00020319	NaN
0.00015071	NaN
0.0001051	NaN
7.0957e-05	NaN
5.1576e-05	NaN
5.1658e-05	NaN
7.8909e-05	NaN
0.00014138	NaN
0.00024213	NaN
0.00037465	NaN
0.0005227	NaN
0.00066613	NaN
0.00078836	NaN
0.00087809	NaN
0.00092578	NaN
0.00092212	NaN
0.00086189	NaN
0.00074833	NaN
0.00059783	NaN
0.00044946	NaN
0.00037481	NaN
0.0004792	NaN
0.0009011	NaN
0.0018369	NaN
0.0036164	NaN
0.00682	NaN
0.012389	NaN
0.021657	NaN
0.036222	NaN
0.057673	NaN
0.087287	NaN
0.12598	-0.61558
0.17445	-0.60455
0.23305	-0.57802
0.30159	-0.53856
0.37924	-0.48837
0.46479	-0.42968
0.55656	-0.36522
0.6516	-0.29815
0.745	-0.2315
0.83038	-0.16793
0.90143	-0.10992
0.95393	-0.060124
0.98668	-0.021981
1	0
0.993	0.0013969
0.96393	-0.019929
0.91381	-0.062789
0.84868	-0.12407
0.77705	-0.20149
0.705	-0.29554
0.63334	-0.40918
0.55882	-0.54568
0.47793	-0.7066
0.39055	-0.89145
0.30129	-1.0993
0.21829	-1.331
0.14977	-1.5904
0.10047	-1.8825
0.070172	NaN
0.054982	NaN
0.050012	NaN
0.05131	NaN
0.056253	NaN
0.062903	NaN
0.069364	NaN
0.073722	NaN
0.07455	NaN
0.071402	NaN
0.06486	NaN
0.056088	NaN
0.046258	NaN
0.036237	NaN
0.026671	NaN
0.018187	NaN
0.011404	NaN
0.0067502	NaN
0.0042994	NaN
0.0037779	NaN
0.0047214	NaN
0.006651	NaN
0.0091509	NaN
0.011854	NaN
0.014419	NaN
0.016558	NaN
0.018075	NaN
0.018894	NaN
0.01905	NaN
0.018645	NaN
0.017806	NaN
0.016643	NaN
0.015251	NaN
0.013721	NaN
0.012154	NaN
0.010664	NaN
0.0093475	NaN
0.008267	NaN
0.0074322	NaN
0.0068014	NaN
0.0062996	NaN
0.0058509	NaN
0.0054076	NaN
0.0049561	NaN
0.0044974	NaN
0.0040283	NaN
0.0035405	NaN
0.0030342	NaN
0.0025247	NaN
0.0020394	NaN
0.0016065	NaN
0.0012432	NaN
0.00095016	NaN
0.00071414	NaN
0.00051837	NaN
0.0003522	NaN
0.00021494	NaN
0.00011177	NaN
4.5672e-05	NaN
1.2488e-05	NaN
2.6127e-06	NaN
5.9957e-06	NaN
1.514e-05	NaN
2.5161e-05	NaN
3.3086e-05	NaN
3.7672e-05	NaN
3.9263e-05	NaN
3.8988e-05	NaN
3.7611e-05	NaN
3.4999e-05	NaN
3.0668e-05	NaN
2.4826e-05	NaN
1.8652e-05	NaN
1.3454e-05	NaN
9.7822e-06	NaN
7.4559e-06	NaN
6.1153e-06	NaN
5.5922e-06	NaN
5.9402e-06	NaN
7.2722e-06	NaN
9.517e-06	NaN
1.2248e-05	NaN
1.4849e-05	NaN
1.6883e-05	NaN
1.8156e-05	NaN
1.8601e-05	NaN
1.843e-05	NaN
1.8172e-05	NaN
1.8289e-05	NaN
1.8869e-05	NaN
1.9764e-05	NaN
2.0785e-05	NaN
2.1828e-05	NaN
2.2984e-05	NaN
2.4364e-05	NaN
2.5748e-05	NaN
2.6545e-05	NaN
2.6124e-05	NaN
2.4114e-05	NaN
2.051e-05	NaN
1.571e-05	NaN
1.0506e-05	NaN
5.8685e-06	NaN
2.5466e-06	NaN
7.7957e-07	NaN
3.1792e-07	NaN
6.2356e-07	NaN
1.1198e-06	NaN
1.4186e-06	NaN
1.3843e-06	NaN
1.0477e-06	NaN
5.4027e-07	NaN
9.7763e-08	NaN
5.4551e-08	NaN
