-2151.1	2.6645e-08	NaN	94.2	3.1548e-09	NaN
-2150.8	2.6702e-08	NaN	94.188	3.1593e-09	NaN
-2150.6	2.6761e-08	NaN	94.177	3.1646e-09	NaN
-2150.3	2.6819e-08	NaN	94.166	3.1705e-09	NaN
-2150	2.6878e-08	NaN	94.154	3.1771e-09	NaN
-2149.8	2.6937e-08	NaN	94.143	3.1844e-09	NaN
-2149.5	2.6996e-08	NaN	94.131	3.1925e-09	NaN
-2149.3	2.7055e-08	NaN	94.12	3.2012e-09	NaN
-2149	2.7115e-08	NaN	94.108	3.2106e-09	NaN
-2148.7	2.7175e-08	NaN	94.097	3.2207e-09	NaN
-2148.5	2.7236e-08	NaN	94.086	3.2314e-09	NaN
-2148.2	2.7296e-08	NaN	94.074	3.2428e-09	NaN
-2147.9	2.7357e-08	NaN	94.063	3.2549e-09	NaN
-2147.7	2.7418e-08	NaN	94.051	3.2677e-09	NaN
-2147.4	2.748e-08	NaN	94.04	3.2811e-09	NaN
-2147.2	2.7541e-08	NaN	94.029	3.2951e-09	NaN
-2146.9	2.7603e-08	NaN	94.017	3.3098e-09	NaN
-2146.6	2.7665e-08	NaN	94.006	3.3252e-09	NaN
-2146.4	2.7728e-08	NaN	93.994	3.3411e-09	NaN
-2146.1	2.779e-08	NaN	93.983	3.3577e-09	NaN
-2145.8	2.7853e-08	NaN	93.972	3.375e-09	NaN
-2145.6	2.7916e-08	NaN	93.96	3.3928e-09	NaN
-2145.3	2.798e-08	NaN	93.949	3.4113e-09	NaN
-2145.1	2.8043e-08	NaN	93.937	3.4304e-09	NaN
-2144.8	2.8107e-08	NaN	93.926	3.4501e-09	NaN
-2144.5	2.8171e-08	NaN	93.915	3.4704e-09	NaN
-2144.3	2.8236e-08	NaN	93.903	3.4913e-09	NaN
-2144	2.83e-08	NaN	93.892	3.5128e-09	NaN
-2143.7	2.8365e-08	NaN	93.88	3.5348e-09	NaN
-2143.5	2.843e-08	NaN	93.869	3.5575e-09	NaN
-2143.2	2.8496e-08	NaN	93.857	3.5807e-09	NaN
-2143	2.8561e-08	NaN	93.846	3.6045e-09	NaN
-2142.7	2.8627e-08	NaN	93.835	3.6289e-09	NaN
-2142.4	2.8693e-08	NaN	93.823	3.6539e-09	NaN
-2142.2	2.8759e-08	NaN	93.812	3.6794e-09	NaN
-2141.9	2.8826e-08	NaN	93.8	3.7054e-09	NaN
-2141.6	2.8893e-08	NaN	93.789	3.732e-09	NaN
-2141.4	2.896e-08	NaN	93.778	3.7592e-09	NaN
-2141.1	2.9027e-08	NaN	93.766	3.7869e-09	NaN
-2140.9	2.9094e-08	NaN	93.755	3.8151e-09	NaN
-2140.6	2.9162e-08	NaN	93.743	3.8438e-09	NaN
-2140.3	2.923e-08	NaN	93.732	3.8731e-09	NaN
-2140.1	2.9298e-08	NaN	93.721	3.9029e-09	NaN
-2139.8	2.9366e-08	NaN	93.709	3.9332e-09	NaN
-2139.5	2.9435e-08	NaN	93.698	3.9641e-09	NaN
-2139.3	2.9504e-08	NaN	93.686	3.9954e-09	NaN
-2139	2.9573e-08	NaN	93.675	4.0273e-09	NaN
-2138.8	2.9642e-08	NaN	93.663	4.0596e-09	NaN
-2138.5	2.9711e-08	NaN	93.652	4.0924e-09	NaN
-2138.2	2.9781e-08	NaN	93.641	4.1257e-09	NaN
-2138	2.9851e-08	NaN	93.629	4.1595e-09	NaN
-2137.7	2.9921e-08	NaN	93.618	4.1938e-09	NaN
-2137.4	2.9991e-08	NaN	93.606	4.2285e-09	NaN
-2137.2	3.0062e-08	NaN	93.595	4.2638e-09	NaN
-2136.9	3.0132e-08	NaN	93.584	4.2994e-09	NaN
-2136.7	3.0203e-08	NaN	93.572	4.3356e-09	NaN
-2136.4	3.0274e-08	NaN	93.561	4.3722e-09	NaN
-2136.1	3.0346e-08	NaN	93.549	4.4092e-09	NaN
-2135.9	3.0417e-08	NaN	93.538	4.4467e-09	NaN
-2135.6	3.0489e-08	NaN	93.527	4.4846e-09	NaN
-2135.3	3.0561e-08	NaN	93.515	4.523e-09	NaN
-2135.1	3.0633e-08	NaN	93.504	4.5618e-09	NaN
-2134.8	3.0705e-08	NaN	93.492	4.601e-09	NaN
-2134.6	3.0778e-08	NaN	93.481	4.6406e-09	NaN
-2134.3	3.085e-08	NaN	93.47	4.6807e-09	NaN
