-2151.1	1.4232e-09	NaN	94.2	1.686e-09	NaN
-2150.8	1.4116e-09	NaN	94.188	1.6916e-09	NaN
-2150.6	1.4001e-09	NaN	94.177	1.6972e-09	NaN
-2150.3	1.3885e-09	NaN	94.166	1.7029e-09	NaN
-2150	1.377e-09	NaN	94.154	1.7086e-09	NaN
-2149.8	1.3655e-09	NaN	94.143	1.7143e-09	NaN
-2149.5	1.3539e-09	NaN	94.131	1.7201e-09	NaN
-2149.3	1.3424e-09	NaN	94.12	1.7259e-09	NaN
-2149	1.3309e-09	NaN	94.108	1.7317e-09	NaN
-2148.7	1.3194e-09	NaN	94.097	1.7375e-09	NaN
-2148.5	1.308e-09	NaN	94.086	1.7434e-09	NaN
-2148.2	1.2965e-09	NaN	94.074	1.7493e-09	NaN
-2147.9	1.2851e-09	NaN	94.063	1.7552e-09	NaN
-2147.7	1.2737e-09	NaN	94.051	1.7611e-09	NaN
-2147.4	1.2623e-09	NaN	94.04	1.7671e-09	NaN
-2147.2	1.251e-09	NaN	94.029	1.7731e-09	NaN
-2146.9	1.2397e-09	NaN	94.017	1.7791e-09	NaN
-2146.6	1.2284e-09	NaN	94.006	1.7851e-09	NaN
-2146.4	1.2171e-09	NaN	93.994	1.7912e-09	NaN
-2146.1	1.2059e-09	NaN	93.983	1.7973e-09	NaN
-2145.8	1.1948e-09	NaN	93.972	1.8034e-09	NaN
-2145.6	1.1836e-09	NaN	93.96	1.8095e-09	NaN
-2145.3	1.1726e-09	NaN	93.949	1.8156e-09	NaN
-2145.1	1.1615e-09	NaN	93.937	1.8218e-09	NaN
-2144.8	1.1506e-09	NaN	93.926	1.828e-09	NaN
-2144.5	1.1396e-09	NaN	93.915	1.8342e-09	NaN
-2144.3	1.1287e-09	NaN	93.903	1.8404e-09	NaN
-2144	1.1179e-09	NaN	93.892	1.8466e-09	NaN
-2143.7	1.1072e-09	NaN	93.88	1.8529e-09	NaN
-2143.5	1.0965e-09	NaN	93.869	1.8592e-09	NaN
-2143.2	1.0858e-09	NaN	93.857	1.8655e-09	NaN
-2143	1.0753e-09	NaN	93.846	1.8718e-09	NaN
-2142.7	1.0648e-09	NaN	93.835	1.8781e-09	NaN
-2142.4	1.0543e-09	NaN	93.823	1.8845e-09	NaN
