-2084.8	1.2044e-08	-0.16856	2.2945e-07	1.8767
-2052.2	6.3211e-10	2.781	1.8398e-07	1.8325
-2019.6	2.2417e-08	-2.8381	2.3333e-07	1.891
-1987	4.222e-08	-1.6869	3.2213e-07	1.7822
-1954.5	9.8267e-08	-1.1694	3.5819e-07	1.7942
-1921.9	9.0655e-08	-1.4969	3.0554e-07	1.7717
-1889.3	1.0777e-07	-1.8647	3.2436e-07	1.7661
-1856.7	1.2399e-07	-1.5727	3.4223e-07	1.8062
-1824.2	2.2115e-07	-1.5118	4.8207e-07	1.9163
-1791.6	1.6444e-07	-2.1279	6.8804e-07	1.8817
-1759	6.0933e-08	-2.5471	9.6048e-07	1.8659
-1726.4	2.5168e-07	-1.4732	1.2501e-06	1.7449
-1693.9	1.0098e-06	-1.4246	2.0713e-06	1.6827
-1661.3	2.4883e-06	-1.4893	3.3246e-06	1.7595
-1628.7	8.655e-06	-1.599	7.1854e-06	1.8036
-1596.2	2.2741e-05	-1.5517	1.5701e-05	1.7819
-1563.6	3.9386e-05	-1.35	2.6981e-05	1.6847
-1531	4.9237e-05	-0.98707	4.3562e-05	1.6579
-1498.4	6.1031e-05	-0.37246	7.451e-05	1.6959
-1465.9	0.0001244	0.35574	0.00012719	1.6508
-1433.3	0.00030401	0.87584	0.00020284	1.6924
-1400.7	0.0005786	1.2131	0.00028906	1.6903
-1368.1	0.00077813	1.5192	0.00034843	1.6374
-1335.6	0.00069145	1.8571	0.000331	1.6562
-1303	0.00041957	2.3164	0.00026544	1.7083
-1270.4	0.00024685	-3.1374	0.00024816	1.66
-1237.8	0.00037618	-2.1118	0.00032709	1.4684
-1205.3	0.00086761	-1.51	0.00053513	1.3465
-1172.7	0.0017305	-1.1586	0.00089188	1.3843
-1140.1	0.0029345	-0.89834	0.0013599	1.4336
-1107.5	0.0041005	-0.6971	0.0018291	1.338
-1075	0.0051113	-0.55125	0.0021934	1.3175
-1042.4	0.0055417	-0.41412	0.0024213	1.3738
-1009.8	0.0052298	-0.27956	0.0025525	1.445
-977.24	0.0044607	-0.11226	0.0025691	1.62
-944.66	0.0033504	0.10812	0.0024184	1.7153
-912.09	0.0022601	0.37669	0.0021104	1.5504
-879.51	0.0014196	0.70061	0.0017357	1.5059
-846.94	0.00082377	1.0608	0.0014049	1.301
-814.36	0.00041739	1.4318	0.0012914	1.3286
-781.79	0.00012758	1.736	0.001537	1.0965
-749.21	9.1691e-06	0.80495	0.0021272	0.90033
-716.64	0.00012762	-0.22138	0.0028335	0.8164
-684.06	0.00039656	-0.06741	0.0034508	0.86815
-651.49	0.00053436	0.15312	0.0040399	0.8941
-618.92	0.0004047	0.37161	0.0044443	0.89777
-586.34	0.00019065	0.63615	0.0043573	0.92542
-553.77	0.00010193	1.1262	0.0040969	1.1306
-521.19	0.00014436	1.6593	0.0044954	1.2476
-488.62	0.00031885	1.9436	0.0055883	1.1892
-456.04	0.00060861	2.0736	0.0066557	1.077
-423.47	0.00085908	2.1539	0.0069683	0.92618
-390.89	0.00088551	2.1571	0.0062671	1.1068
-358.32	0.00051564	2.0693	0.0054998	1.1649
-325.75	9.0197e-06	2.4395	0.0059921	2.0172
-293.17	0.0013434	-1.4101	0.0081553	0.37119
-260.6	0.010404	-1.4163	0.011287	0.13132
-228.02	0.040666	-1.382	0.012776	0.095123
-195.45	0.1132	-1.2916	0.010237	0.079328
-162.87	0.25674	-1.1163	0.021163	0.056928
-130.3	0.47965	-0.85296	0.051659	0.031845
-97.724	0.71381	-0.55352	0.070969	0.020198
-65.149	0.88228	-0.2807	0.062132	0.029794
-32.575	0.98965	-0.084743	0.038457	0.028989
0	1	0	0.0085115	0.020647
32.575	0.87875	-0.027937	0.033734	0.014789
65.149	0.70314	-0.16482	0.041831	0.025297
97.724	0.49213	-0.4309	0.057684	0.043063
130.3	0.26492	-0.834	0.043439	0.064477
162.87	0.10871	-1.3977	0.017185	0.11292
195.45	0.058538	-2.0661	0.0077791	0.11458
228.02	0.063465	-2.469	0.01023	0.10511
260.6	0.081164	-2.6012	0.019693	0.090983
293.17	0.07685	-2.6373	0.02228	0.15495
325.75	0.046833	-2.5801	0.01486	0.73752
358.32	0.017573	-2.3664	0.0057126	1.7495
390.89	0.0037273	-1.7003	0.0030737	1.4431
423.47	0.0046799	-0.35641	0.0033942	0.64398
456.04	0.012755	0.044911	0.0049216	0.51987
488.62	0.019276	0.13926	0.0070365	0.658
521.19	0.020829	0.12697	0.0074098	0.69395
553.77	0.01849	0.04641	0.0064225	0.78566
586.34	0.014793	-0.095425	0.005206	0.8028
618.92	0.011268	-0.29363	0.0040899	0.8789
651.49	0.008309	-0.54984	0.0030503	0.85139
684.06	0.0063252	-0.84802	0.0022763	1.018
716.64	0.0050501	-1.1616	0.0018324	1.2046
749.21	0.0041681	-1.4889	0.001727	1.3534
781.79	0.0034503	-1.8117	0.0019993	1.3438
814.36	0.002599	-2.1349	0.0023126	1.5178
846.94	0.0016574	-2.4906	0.0023602	1.8179
879.51	0.00082858	-2.8939	0.0022451	1.9112
912.09	0.00028968	2.905	0.0021744	1.8641
944.66	5.6699e-05	2.202	0.0021768	1.5528
977.24	1.4529e-05	0.54851	0.0021831	1.1434
1009.8	3.6385e-05	-0.52285	0.0021343	1.1584
1042.4	4.7137e-05	-0.99277	0.0019702	1.2103
1075	4.1181e-05	-1.2575	0.0016189	1.3185
1107.5	2.7539e-05	-1.3617	0.0011607	1.4528
1140.1	1.6025e-05	-1.3876	0.00074797	1.4542
1172.7	1.1486e-05	-1.5271	0.00051123	1.5593
1205.3	7.525e-06	-1.6812	0.00056086	1.7239
1237.8	7.8495e-06	-2.1765	0.00075356	1.9572
