time	intensity	phase	power	power	bootstrap	bootstrap
1081.473	0.003087147	9.738496	0.0024411	0	0.0023198	0
1087.988	0.002849414	9.776984	0.0022167	0	0.0021703	0
1094.503	0.002624234	9.814896	0.0020049	0	0.0020096	0
1101.018	0.002404692	9.854522	0.0018168	0	0.0017949	0
1107.533	0.002186161	9.898871	0.0016407	0	0.0015595	0
1114.048	0.001978756	9.945508	0.0014662	0	0.0013746	0
1120.563	0.001789056	9.991028	0.0013044	0	0.0012506	0
1127.078	0.001610995	10.03836	0.0011646	0	0.0011386	0
1133.593	0.001441018	10.09152	0.0010369	0	0.0010094	0
1140.108	0.001284542	10.14703	0.00091274	0	0.00087546	0
1146.622	0.001143804	10.20004	0.00079976	0	0.0007626	0
1153.137	0.001014548	10.2545	0.00070385	0	0.00067845	0
1159.652	0.000895015	10.31591	0.00061739	0	0.00060948	0
1166.167	0.000787075	10.37938	0.00053467	0	0.00052768	0
1172.682	0.000690062	10.43809	0.00046055	0	0.00043478	0
1179.197	0.000602121	10.49749	0.00039725	0	0.00035305	0
1185.712	0.000523415	10.56513	0.00034074	0	0.00029947	0
1192.227	0.000453284	10.63416	0.00028873	0	0.00026312	0
1198.742	0.000389313	10.69525	0.00024208	0	0.00025433	0
1205.257	0.000331793	10.7559	0.00020351	0	0.00027595	0
1211.771	0.000282267	10.82646	0.00016893	0	0.00019253	0
1218.286	0.000238504	10.89763	0.00014899	0	7.90E-05	0
1224.801	0.000197435	10.95697	0.00014564	0	1.59E-05	0
1231.316	0.000160854	11.01488	3.72E-05	0	7.44E-05	0
1237.831	0.000130921	11.08607	5.08E-05	0	4.52E-05	0
1244.346	0.000104858	11.15851	5.09E-05	0	6.05E-05	0
1250.861	7.99E-05	0	3.28E-05	0	4.66E-05	0
1257.376	5.86E-05	0	2.02E-05	0	2.46E-05	0
1263.891	4.27E-05	0	1.08E-05	0	5.68E-06	0
1270.406	2.98E-05	0	5.29E-06	0	6.79E-07	0
1276.92	1.80E-05	0	2.37E-06	0	5.24E-07	0
1283.435	9.41E-06	0	1.26E-06	0	1.95E-06	0
1289.95	4.70E-06	0	2.22E-06	0	4.58E-06	0
1296.465	2.15E-06	0	4.64E-06	0	8.05E-06	0
1302.98	1.14E-06	0	8.18E-06	0	1.23E-05	0
1309.495	2.40E-06	0	1.31E-05	0	1.56E-05	0
1316.01	5.12E-06	0	1.89E-05	0	1.82E-05	0
1322.525	8.74E-06	0	2.39E-05	0	2.21E-05	0
1329.04	1.39E-05	0	2.84E-05	0	2.78E-05	0
1335.555	2.00E-05	0	3.42E-05	0	3.39E-05	0
1342.069	2.48E-05	0	3.96E-05	0	4.05E-05	0
1348.584	2.91E-05	0	4.21E-05	0	4.72E-05	0
1355.099	3.50E-05	0	4.35E-05	0	5.07E-05	0
1361.614	4.05E-05	0	4.62E-05	0	4.82E-05	0
1368.129	4.26E-05	0	4.81E-05	0	4.46E-05	0
1374.644	4.36E-05	0	4.64E-05	0	4.40E-05	0
1381.159	4.64E-05	0	4.38E-05	0	4.36E-05	0
1387.674	4.83E-05	0	4.30E-05	0	4.06E-05	0
1394.189	4.62E-05	0	4.18E-05	0	3.75E-05	0
1400.704	4.33E-05	0	3.76E-05	0	3.66E-05	0
1407.218	4.27E-05	0	3.32E-05	0	3.60E-05	0
1413.733	4.16E-05	0	3.06E-05	0	3.19E-05	0
1420.248	3.70E-05	0	2.79E-05	0	2.64E-05	0
1426.763	3.22E-05	0	2.36E-05	0	2.25E-05	0
1433.278	3.01E-05	0	1.96E-05	0	1.91E-05	0
1439.793	2.79E-05	0	1.73E-05	0	1.50E-05	0
1446.308	2.32E-05	0	1.52E-05	0	1.19E-05	0
1452.823	1.88E-05	0	1.17E-05	0	1.07E-05	0
1459.338	1.67E-05	0	8.66E-06	0	9.58E-06	0
1465.853	1.48E-05	0	7.10E-06	0	7.28E-06	0
1472.367	1.12E-05	0	5.84E-06	0	4.80E-06	0
1478.882	8.18E-06	0	3.84E-06	0	3.62E-06	0
1485.397	6.83E-06	0	2.32E-06	0	2.83E-06	0
1491.912	5.74E-06	0	1.71E-06	0	1.34E-06	0
1498.427	3.65E-06	0	1.41E-06	0	3.83E-07	0
1504.942	2.10E-06	0	5.73E-07	0	3.33E-07	0
1511.457	1.60E-06	0	1.50E-07	0	5.70E-07	0
1517.972	1.40E-06	0	2.03E-07	0	3.96E-07	0
1524.487	5.27E-07	0	5.90E-07	0	2.13E-07	0
1531.002	7.86E-08	0	3.67E-07	0	6.19E-07	0
1537.516	2.01E-07	0	3.83E-07	0	1.06E-06	0
1544.031	6.69E-07	0	7.21E-07	0	7.54E-07	0
1550.546	3.59E-07	0	1.55E-06	0	3.46E-07	0
1557.061	3.41E-07	0	1.20E-06	0	8.76E-07	0
1563.576	7.58E-07	0	1.06E-06	0	2.14E-06	0
1570.091	1.70E-06	0	1.49E-06	0	2.39E-06	0
1576.606	1.21E-06	0	2.92E-06	0	1.72E-06	0
1583.121	9.77E-07	0	1.97E-06	0	2.38E-06	0
1589.636	1.50E-06	0	1.25E-06	0	4.42E-06	0
1596.151	3.15E-06	0	1.42E-06	0	3.29E-06	0
1602.665	1.96E-06	0	3.77E-06	0	4.83E-07	0
1609.18	1.04E-06	0	2.15E-06	0	1.09E-06	0
1615.695	1.29E-06	0	1.23E-06	0	1.45E-06	0
1622.21	4.17E-06	0	3.00E-06	0	8.64E-07	0
1628.725	2.24E-06	0	1.12E-05	0	7.46E-06	0
1635.24	7.04E-07	0	6.41E-06	0	9.45E-05	0
1641.755	3.73E-06	0	3.98E-05	0	7.75E-05	0
1648.27	1.42E-05	0	0.00012171	0	2.21E-05	0
1654.785	1.32E-06	0	7.84E-05	0	1.87E-05	0
1661.3	4.23E-05	0	1.26E-05	0	2.75E-05	0
