-833.9072	0.002585789	8.024327
-827.3923	0.002741421	7.973967
-820.8774	0.002885221	7.924588
-814.3625	0.003023021	7.874329
-807.8476	0.003163663	7.821827
-801.3327	0.003301138	7.768753
-794.8178	0.003427017	7.716345
-788.3029	0.003550703	7.663305
-781.788	0.003684021	7.608779
-775.2731	0.003818717	7.554012
-768.7582	0.00394435	7.499798
-762.2433	0.00407289	7.445246
-755.7284	0.004218339	7.389875
-749.2135	0.004370615	7.334449
-742.6986	0.004518117	7.279323
-736.1837	0.004675284	7.224023
-729.6688	0.004857862	7.168478
-723.1539	0.005054187	7.113067
-716.639	0.005251346	7.057805
-710.1241	0.005464611	7.002646
-703.6092	0.005709624	6.947882
-697.0943	0.005972461	6.893541
-690.5794	0.006238519	6.839344
-684.0645	0.006522787	6.785547
-677.5496	0.006840285	6.732662
-671.0347	0.007176346	6.680416
-664.5198	0.007516671	6.62834
-658.0049	0.007876396	6.576972
-651.49	0.00826981	6.527014
-644.9751	0.008682416	6.478
-638.4602	0.009100681	6.429343
-631.9453	0.00953837	6.381726
-625.4304	0.01000739	6.335914
-618.9155	0.01049341	6.2913
-612.4006	0.01098372	6.24723
-605.8857	0.01148947	6.204478
-599.3708	0.01201924	6.163868
-592.8559	0.01255932	6.124807
-586.341	0.01309779	6.086724
-579.8261	0.0136411	6.050524
-573.3112	0.01419183	6.01712
-566.7963	0.01473453	5.986004
-560.2814	0.01525471	5.956699
-553.7665	0.01575008	5.930135
-547.2516	0.01621371	5.907201
-540.7367	0.0166252	5.887389
-534.2218	0.01696443	5.870196
-527.7069	0.01721864	5.856451
-521.192	0.01737183	5.846945
-514.6771	0.01740019	5.841135
-508.1622	0.01728165	5.838502
-501.6473	0.01700195	5.839876
-495.1324	0.01654978	5.84615
-488.6175	0.01591432	5.856973
-482.1026	0.01509224	5.872065
-475.5877	0.01409397	5.892657
-469.0728	0.01293956	5.920266
-462.5579	0.01165231	5.955281
-456.043	0.01026303	5.998413
-449.5281	0.008817594	6.052617
