-2068	3.3347e-07	NaN	5.6907e-07	3.5172
-2067	3.3308e-07	NaN	5.8982e-07	3.4589
-2066	3.3268e-07	NaN	6.1322e-07	3.398
-2064.9	3.3248e-07	NaN	6.3922e-07	3.3165
-2063.9	3.3214e-07	NaN	6.6716e-07	3.2786
-2062.9	3.3172e-07	NaN	6.9707e-07	3.1957
-2061.9	3.3133e-07	NaN	7.2845e-07	3.1338
-2060.9	3.3094e-07	NaN	7.6067e-07	3.0622
-2059.9	3.3051e-07	NaN	7.9722e-07	3.0104
-2058.9	3.3008e-07	NaN	8.3182e-07	2.9677
-2057.9	3.2966e-07	NaN	8.6691e-07	2.8983
-2056.9	3.2923e-07	NaN	9.0193e-07	2.8542
-2055.9	3.288e-07	NaN	9.3694e-07	2.8126
-2054.8	3.2836e-07	NaN	9.7182e-07	2.7299
-2053.8	3.2733e-07	NaN	1.0064e-06	2.6662
-2052.8	3.2689e-07	NaN	1.0402e-06	2.6099
-2051.8	3.2654e-07	NaN	1.072e-06	2.5622
-2050.8	3.2632e-07	NaN	1.1034e-06	2.5355
-2049.8	3.2616e-07	NaN	1.1334e-06	2.5171
-2048.8	3.2567e-07	NaN	1.1623e-06	2.5183
-2047.8	3.2457e-07	NaN	1.1889e-06	2.474
-2046.8	3.2563e-07	NaN	1.2133e-06	2.4321
-2045.8	3.2489e-07	NaN	1.2353e-06	2.3377
-2044.7	3.2478e-07	NaN	1.2541e-06	2.2643
-2043.7	3.2466e-07	NaN	1.2702e-06	2.2011
-2042.7	3.2455e-07	NaN	1.2826e-06	2.1845
-2041.7	3.245e-07	NaN	1.2914e-06	2.1695
-2040.7	3.2388e-07	NaN	1.2968e-06	2.1318
-2039.7	3.2379e-07	NaN	1.2979e-06	2.1168
-2038.7	3.2376e-07	NaN	1.2948e-06	2.1243
-2037.7	3.2378e-07	NaN	1.287e-06	2.1213
-2036.7	3.2378e-07	NaN	1.275e-06	2.0968
-2035.6	3.2385e-07	NaN	1.2592e-06	1.9908
-2034.6	3.245e-07	NaN	1.2393e-06	1.9946
-2033.6	3.2516e-07	NaN	1.2159e-06	1.9966
-2032.6	3.2429e-07	NaN	1.1896e-06	1.9532
-2031.6	3.2426e-07	NaN	1.1603e-06	1.9693
-2030.6	3.2475e-07	NaN	1.1281e-06	1.9697
-2029.6	3.2474e-07	NaN	1.0936e-06	1.9829
-2028.6	3.2474e-07	NaN	1.057e-06	1.9815
-2027.6	3.2475e-07	NaN	1.0186e-06	1.9794
-2026.6	3.2476e-07	NaN	9.7867e-07	1.9767
-2025.5	3.2478e-07	NaN	9.375e-07	1.9734
-2024.5	3.2043e-07	NaN	8.9537e-07	1.9697
-2023.5	3.2064e-07	NaN	8.5259e-07	1.9656
-2022.5	3.2076e-07	NaN	8.0943e-07	1.9612
-2021.5	3.2088e-07	NaN	7.6616e-07	1.9566
-2020.5	3.2101e-07	NaN	7.2313e-07	1.9517
-2019.5	3.2114e-07	NaN	6.806e-07	1.9467
-2018.5	3.2128e-07	NaN	6.3891e-07	1.9415
-2017.5	3.2142e-07	NaN	5.9835e-07	1.9361
-2016.5	3.2156e-07	NaN	5.5925e-07	1.9307
-2015.4	3.2171e-07	NaN	5.219e-07	1.9251
-2014.4	3.2187e-07	NaN	4.8664e-07	1.9195
-2013.4	3.2202e-07	NaN	4.5376e-07	1.9137
-2012.4	3.2218e-07	NaN	4.2355e-07	1.9078
-2011.4	3.2235e-07	NaN	3.963e-07	1.9019
-2010.4	3.2252e-07	NaN	3.7223e-07	1.8958
-2009.4	3.2269e-07	NaN	3.5155e-07	1.8896
-2008.4	3.2287e-07	NaN	3.3438e-07	1.8832
-2007.4	3.2305e-07	NaN	3.2078e-07	1.8768
-2006.4	3.2323e-07	NaN	3.1079e-07	1.8702
-2005.3	3.2342e-07	NaN	3.0432e-07	1.8636
-2004.3	3.2361e-07	NaN	3.0115e-07	1.8569
-2003.3	3.238e-07	NaN	3.0092e-07	1.8503
-2002.3	3.24e-07	NaN	3.0337e-07	1.8437
-2001.3	3.2421e-07	NaN	3.0827e-07	1.8374
-2000.3	3.2441e-07	NaN	3.155e-07	1.8313
-1999.3	3.2462e-07	NaN	3.2493e-07	1.8256
-1998.3	3.2483e-07	NaN	3.3648e-07	1.8204
-1997.3	3.2505e-07	NaN	3.5006e-07	1.8158
-1996.2	3.2526e-07	NaN	3.656e-07	1.8119
-1995.2	3.2548e-07	NaN	3.8301e-07	1.8087
-1994.2	3.257e-07	NaN	4.0214e-07	1.8063
-1993.2	3.2592e-07	NaN	4.2287e-07	1.8047
-1992.2	3.2614e-07	NaN	4.4505e-07	1.804
-1991.2	3.2636e-07	NaN	4.6849e-07	1.8042
-1990.2	3.2658e-07	NaN	4.93e-07	1.8052
-1989.2	3.268e-07	NaN	5.1838e-07	1.807
-1988.2	3.2701e-07	NaN	5.4442e-07	1.8096
-1987.2	3.2723e-07	NaN	5.7089e-07	1.8129
-1986.1	3.2744e-07	NaN	5.9757e-07	1.8167
-1985.1	3.2765e-07	NaN	6.2425e-07	1.8211
-1984.1	3.2786e-07	NaN	6.5068e-07	1.826
-1983.1	3.2806e-07	NaN	6.7664e-07	1.8312
-1982.1	3.2826e-07	NaN	7.0192e-07	1.8368
-1981.1	3.2845e-07	NaN	7.2625e-07	1.8426
-1980.1	3.2864e-07	NaN	7.4945e-07	1.8485
-1979.1	3.2882e-07	NaN	7.7126e-07	1.8544
-1978.1	3.2899e-07	NaN	7.9146e-07	1.8602
-1977.1	3.2916e-07	NaN	8.0983e-07	1.8658
